ModelYear,MfrName,Division,Carline,VerifyMfrCd,INDEX,EngDispl,# Cyl,CityFE,HwyFE,CombFE,Guzzler,Trans,Automatic,US
2015,BMW,BMW,Z4 sDrive28i,BMX,428,2,4,22,33,26,0,SA,1,International
2015,BMW,BMW,Z4 sDrive28i,BMX,429,2,4,22,34,26,0,M,0,International
2015,BMW,BMW,Z4 sDrive35i,BMX,436,3,6,17,24,20,0,AMS,1,International
2015,BMW,BMW,Z4 sDrive35i,BMX,435,3,6,19,26,21,0,M,0,International
2015,BMW,BMW,Z4 sDrive35is,BMX,438,3,6,17,24,20,0,AMS,1,International
2015,BMW,Mini,Mini Cooper Coupe,BMX,40,1.6,4,28,36,31,0,SA,1,International
2015,BMW,Mini,Mini Cooper Coupe,BMX,41,1.6,4,29,37,32,0,M,0,International
2015,BMW,Mini,Mini Cooper Roadster,BMX,30,1.6,4,26,34,29,0,SA,1,International
2015,BMW,Mini,Mini Cooper Roadster,BMX,31,1.6,4,27,34,30,0,M,0,International
2015,BMW,Mini,Mini Cooper S Coupe,BMX,52,1.6,4,25,34,28,0,SA,1,International
2015,BMW,Mini,Mini Cooper S Coupe,BMX,53,1.6,4,26,35,29,0,M,0,International
2015,BMW,Mini,Mini Cooper S Roadster,BMX,50,1.6,4,25,34,28,0,SA,1,International
2015,BMW,Mini,Mini Cooper S Roadster,BMX,51,1.6,4,26,35,29,0,M,0,International
2015,BMW,Mini,Mini John Cooper Works Coupe,BMX,70,1.6,4,25,34,28,0,SA,1,International
2015,BMW,Mini,Mini John Cooper Works Coupe,BMX,71,1.6,4,26,35,29,0,M,0,International
2015,BMW,Mini,Mini John Cooper Works Roadster,BMX,72,1.6,4,25,34,28,0,SA,1,International
2015,BMW,Mini,Mini John Cooper Works Roadster,BMX,73,1.6,4,26,35,29,0,M,0,International
2015,BMW,Mini,Mini Cooper Convertible,BMX,36,1.6,4,26,34,29,0,SA,1,International
2015,BMW,Mini,Mini Cooper Convertible,BMX,37,1.6,4,27,34,30,0,M,0,International
2015,BMW,Mini,Mini Cooper S Convertible,BMX,58,1.6,4,25,34,28,0,SA,1,International
2015,BMW,Mini,Mini Cooper S Convertible,BMX,59,1.6,4,26,35,29,0,M,0,International
2015,BMW,Mini,Mini John Cooper Works Conv.,BMX,78,1.6,4,25,34,28,0,SA,1,International
2015,BMW,Mini,Mini John Cooper Works Conv.,BMX,79,1.6,4,26,35,29,0,M,0,International
2015,BMW,BMW,228i,BMX,200,2,4,23,36,28,0,SA,1,International
2015,BMW,BMW,228i,BMX,201,2,4,22,34,26,0,M,0,International
2015,BMW,BMW,228i xDrive,BMX,202,2,4,23,35,27,0,SA,1,International
2015,BMW,BMW,428i Convertible,BMX,404,2,4,23,34,27,0,SA,1,International
2015,BMW,BMW,428i xDrive Convertible,BMX,406,2,4,21,33,25,0,SA,1,International
2015,BMW,BMW,435i Convertible,BMX,414,3,6,20,31,24,0,SA,1,International
2015,BMW,BMW,435i xDrive Convertible,BMX,416,3,6,20,29,23,0,SA,1,International
2015,BMW,BMW,640i Convertible,BMX,641,3,6,20,31,24,0,SA,1,International
2015,BMW,BMW,640i Coupe,BMX,640,3,6,21,32,25,0,SA,1,International
2015,BMW,BMW,640i xDrive Convertible,BMX,645,3,6,20,29,23,0,SA,1,International
2015,BMW,BMW,640i xDrive Coupe,BMX,643,3,6,20,29,23,0,SA,1,International
2015,BMW,BMW,650i Convertible,BMX,654,4.4,8,17,25,20,0,SA,1,International
2015,BMW,BMW,650i Coupe,BMX,650,4.4,8,17,25,20,0,SA,1,International
2015,BMW,BMW,650i xDrive Convertible,BMX,656,4.4,8,16,24,19,0,SA,1,International
2015,BMW,BMW,650i xDrive Coupe,BMX,652,4.4,8,16,25,19,0,SA,1,International
2015,BMW,BMW,M235i,BMX,235,3,6,21,32,25,0,SA,1,International
2015,BMW,BMW,M235i,BMX,236,3,6,19,28,22,0,M,0,International
2015,BMW,BMW,M235i xDrive,BMX,237,3,6,20,30,24,0,SA,1,International
2015,BMW,BMW,M4 Convertible,BMX,483,3,6,17,24,19,0,AMS,1,International
2015,BMW,BMW,M4 Convertible,BMX,482,3,6,17,26,20,0,M,0,International
2015,BMW,BMW,M6 Convertible,BMX,663,4.4,8,14,20,16,1,AMS,1,International
2015,BMW,BMW,M6 Convertible,BMX,662,4.4,8,15,22,17,1,M,0,International
2015,BMW,BMW,M6 Coupe,BMX,661,4.4,8,14,20,16,1,AMS,1,International
2015,BMW,BMW,M6 Coupe,BMX,660,4.4,8,15,22,17,1,M,0,International
2015,BMW,Mini,Mini Cooper (3-doors),BMX,32,1.5,3,28,37,31,0,SA,1,International
2015,BMW,Mini,Mini Cooper (3-doors),BMX,33,1.5,3,29,40,33,0,M,0,International
2015,BMW,Mini,Mini Cooper (5-doors),BMX,34,1.5,3,28,37,31,0,SA,1,International
2015,BMW,Mini,Mini Cooper (5-doors),BMX,35,1.5,3,29,40,33,0,M,0,International
2015,BMW,Mini,Mini Cooper S (3-doors),BMX,54,2,4,26,33,29,0,SA,1,International
2015,BMW,Mini,Mini Cooper S (3-doors),BMX,55,2,4,24,34,27,0,M,0,International
2015,BMW,Mini,Mini Cooper S (5-doors),BMX,56,2,4,26,33,29,0,SA,1,International
2015,BMW,Mini,Mini Cooper S (5-doors),BMX,57,2,4,24,34,27,0,M,0,International
2015,BMW,BMW,320i,BMX,320,2,4,24,36,28,0,SA,1,International
2015,BMW,BMW,320i,BMX,321,2,4,23,36,27,0,M,0,International
2015,BMW,BMW,320i xDrive,BMX,322,2,4,23,35,27,0,SA,1,International
2015,BMW,BMW,328d,BMX,345,2,4,32,45,37,0,SA,1,International
2015,BMW,BMW,328d xDrive,BMX,346,2,4,31,43,35,0,SA,1,International
2015,BMW,BMW,328i,BMX,300,2,4,23,35,27,0,SA,1,International
2015,BMW,BMW,328i,BMX,301,2,4,22,34,26,0,M,0,International
2015,BMW,BMW,328i xDrive,BMX,304,2,4,22,33,26,0,SA,1,International
2015,BMW,BMW,335i,BMX,335,3,6,21,32,25,0,SA,1,International
2015,BMW,BMW,335i,BMX,336,3,6,20,30,24,0,M,0,International
2015,BMW,BMW,335i xDrive,BMX,339,3,6,20,30,24,0,SA,1,International
2015,BMW,BMW,335i xDrive,BMX,340,3,6,20,28,23,0,M,0,International
2015,BMW,BMW,428i Coupe,BMX,400,2,4,23,35,27,0,SA,1,International
2015,BMW,BMW,428i Coupe,BMX,401,2,4,22,34,26,0,M,0,International
2015,BMW,BMW,428i Gran Coupe,BMX,408,2,4,23,34,27,0,SA,1,International
2015,BMW,BMW,428i xDrive Coupe,BMX,402,2,4,22,33,26,0,SA,1,International
2015,BMW,BMW,428i xDrive Gran Coupe,BMX,409,2,4,22,32,26,0,SA,1,International
2015,BMW,BMW,435i Coupe,BMX,410,3,6,21,32,25,0,SA,1,International
2015,BMW,BMW,435i Coupe,BMX,411,3,6,20,30,24,0,M,0,International
2015,BMW,BMW,435i Gran Coupe,BMX,455,3,6,21,32,25,0,SA,1,International
2015,BMW,BMW,435i xDrive Coupe,BMX,412,3,6,20,30,24,0,SA,1,International
2015,BMW,BMW,435i xDrive Coupe,BMX,413,3,6,20,28,23,0,M,0,International
2015,BMW,BMW,435i xDrive Gran Coupe,BMX,457,3,6,20,31,24,0,SA,1,International
2015,BMW,BMW,640i Gran Coupe,BMX,642,3,6,20,31,24,0,SA,1,International
2015,BMW,BMW,640i xDrive Gran Coupe,BMX,644,3,6,20,29,23,0,SA,1,International
2015,BMW,BMW,650i Gran Coupe,BMX,657,4.4,8,17,25,20,0,SA,1,International
2015,BMW,BMW,650i xDrive Gran Coupe,BMX,658,4.4,8,16,24,19,0,SA,1,International
2015,BMW,BMW,ActiveHybrid 3,BMX,350,3,6,25,33,28,0,SA,1,International
2015,BMW,BMW,Alpina B6 Gran Coupe xDrive,BMX,659,4.4,8,16,24,19,0,SA,1,International
2015,BMW,BMW,M3,BMX,381,3,6,17,24,19,0,AMS,1,International
2015,BMW,BMW,M3,BMX,380,3,6,17,26,20,0,M,0,International
2015,BMW,BMW,M4 Coupe,BMX,481,3,6,17,24,19,0,AMS,1,International
2015,BMW,BMW,M4 Coupe,BMX,480,3,6,17,26,20,0,M,0,International
2015,BMW,BMW,M6 Gran Coupe,BMX,665,4.4,8,14,20,16,1,AMS,1,International
2015,BMW,BMW,M6 Gran Coupe,BMX,664,4.4,8,15,22,17,1,M,0,International
2015,BMW,Mini,Mini Cooper Countryman,BMX,38,1.6,4,25,30,27,0,SA,1,International
2015,BMW,Mini,Mini Cooper Countryman,BMX,39,1.6,4,27,34,30,0,M,0,International
2015,BMW,Mini,Mini Cooper Paceman,BMX,42,1.6,4,25,30,27,0,SA,1,International
2015,BMW,Mini,Mini Cooper Paceman,BMX,43,1.6,4,27,34,30,0,M,0,International
2015,BMW,Mini,Mini Cooper S Countryman,BMX,60,1.6,4,25,32,28,0,SA,1,International
2015,BMW,Mini,Mini Cooper S Countryman,BMX,61,1.6,4,26,32,29,0,M,0,International
2015,BMW,Mini,Mini Cooper S Countryman All4,BMX,62,1.6,4,23,30,26,0,SA,1,International
2015,BMW,Mini,Mini Cooper S Countryman All4,BMX,63,1.6,4,25,31,27,0,M,0,International
2015,BMW,Mini,Mini Cooper S Paceman,BMX,64,1.6,4,25,32,28,0,SA,1,International
2015,BMW,Mini,Mini Cooper S Paceman,BMX,65,1.6,4,26,32,29,0,M,0,International
2015,BMW,Mini,Mini Cooper S Paceman ALL4,BMX,66,1.6,4,23,30,26,0,SA,1,International
2015,BMW,Mini,Mini Cooper S Paceman ALL4,BMX,67,1.6,4,25,31,27,0,M,0,International
2015,BMW,Mini,Mini JCW Countryman ALL4,BMX,82,1.6,4,23,30,26,0,SA,1,International
2015,BMW,Mini,Mini JCW Countryman ALL4,BMX,83,1.6,4,25,31,27,0,M,0,International
2015,BMW,Mini,Mini JCW Paceman ALL4,BMX,84,1.6,4,23,30,26,0,SA,1,International
2015,BMW,Mini,Mini JCW Paceman ALL4,BMX,85,1.6,4,25,31,27,0,M,0,International
2015,BMW,BMW,528i,BMX,528,2,4,23,34,27,0,SA,1,International
2015,BMW,BMW,528i xDrive,BMX,530,2,4,22,33,26,0,SA,1,International
2015,BMW,BMW,535d,BMX,543,3,6,26,38,30,0,SA,1,International
2015,BMW,BMW,535d xDrive,BMX,544,3,6,26,37,30,0,SA,1,International
2015,BMW,BMW,535i,BMX,535,3,6,20,31,24,0,SA,1,International
2015,BMW,BMW,535i xDrive,BMX,537,3,6,20,29,23,0,SA,1,International
2015,BMW,BMW,550i,BMX,550,4.4,8,17,25,20,0,SA,1,International
2015,BMW,BMW,550i xDrive,BMX,552,4.4,8,16,25,19,0,SA,1,International
2015,BMW,BMW,ActiveHybrid 5,BMX,545,3,6,23,30,26,0,SA,1,International
2015,BMW,BMW,M5,BMX,561,4.4,8,14,20,16,1,AMS,1,International
2015,BMW,BMW,M5,BMX,560,4.4,8,15,22,17,1,M,0,International
2015,BMW,BMW,328i xDrive Gran Turismo,BMX,326,2,4,22,33,26,0,SA,1,International
2015,BMW,BMW,335i xDrive Gran Turismo,BMX,343,3,6,20,30,24,0,SA,1,International
2015,BMW,BMW,535i Gran Turismo,BMX,540,3,6,19,28,22,0,SA,1,International
2015,BMW,BMW,535i xDrive Gran Turismo,BMX,541,3,6,18,26,21,0,SA,1,International
2015,BMW,BMW,550i Gran Turismo,BMX,554,4.4,8,16,25,19,0,SA,1,International
2015,BMW,BMW,550i xDrive Gran Turismo,BMX,555,4.4,8,16,24,19,0,SA,1,International
2015,BMW,BMW,740i,BMX,740,3,6,19,29,23,0,SA,1,International
2015,BMW,BMW,740Ld xDrive,BMX,747,3,6,23,31,26,0,SA,1,International
2015,BMW,BMW,740Li,BMX,741,3,6,19,29,23,0,SA,1,International
2015,BMW,BMW,740Li xDrive,BMX,742,3,6,19,28,22,0,SA,1,International
2015,BMW,BMW,750i,BMX,750,4.4,8,17,25,20,0,SA,1,International
2015,BMW,BMW,750i xDrive,BMX,752,4.4,8,16,24,19,0,SA,1,International
2015,BMW,BMW,750Li,BMX,751,4.4,8,16,25,19,0,SA,1,International
2015,BMW,BMW,750Li xDrive,BMX,753,4.4,8,16,24,19,0,SA,1,International
2015,BMW,BMW,760Li,BMX,760,6,12,13,20,15,1,SA,1,International
2015,BMW,BMW,ActiveHybrid 7L,BMX,745,3,6,22,30,25,0,SA,1,International
2015,BMW,BMW,Alpina B7 LWB,BMX,755,4.4,8,16,25,19,0,SA,1,International
2015,BMW,BMW,Alpina B7 LWB xDrive,BMX,757,4.4,8,16,24,19,0,SA,1,International
2015,BMW,BMW,Alpina B7 SWB,BMX,754,4.4,8,16,25,19,0,SA,1,International
2015,BMW,BMW,Alpina B7 SWB xDrive,BMX,756,4.4,8,16,24,19,0,SA,1,International
2015,BMW,BMW,X1 sDrive28i,BMX,152,2,4,23,34,27,0,SA,1,International
2015,BMW,BMW,X1 xDrive28i,BMX,150,2,4,22,32,26,0,SA,1,International
2015,BMW,BMW,X1 xDrive35i,BMX,154,3,6,18,27,21,0,SA,1,International
2015,BMW,BMW,328d xDrive Sports Wagon,BMX,348,2,4,31,43,35,0,SA,1,International
2015,BMW,BMW,328i xDrive Sports Wagon,BMX,323,2,4,22,33,26,0,SA,1,International
2015,BMW,BMW,X3 sDrive 28i,BMX,371,2,4,21,28,24,0,SA,1,International
2015,BMW,BMW,X3 xDrive28d,BMX,374,2,4,27,34,30,0,SA,1,International
2015,BMW,BMW,X3 xDrive28i,BMX,370,2,4,21,28,24,0,SA,1,International
2015,BMW,BMW,X3 xDrive35i,BMX,372,3,6,19,26,21,0,SA,1,International
2015,BMW,BMW,X4 xDrive28i,BMX,470,2,4,20,28,23,0,SA,1,International
2015,BMW,BMW,X4 xDrive35i,BMX,472,3,6,19,27,22,0,SA,1,International
2015,BMW,BMW,X5 sDrive35i,BMX,574,3,6,19,27,22,0,SA,1,International
2015,BMW,BMW,X6 sDrive35i,BMX,674,3,6,19,27,22,0,SA,1,International
2015,BMW,BMW,X5 xDrive 35d,BMX,570,3,6,24,31,27,0,SA,1,International
2015,BMW,BMW,X5 xDrive35i,BMX,571,3,6,18,27,21,0,SA,1,International
2015,BMW,BMW,X5 xDrive50i,BMX,572,4.4,8,15,22,17,0,SA,1,International
2015,BMW,BMW,X6 xDrive35i,BMX,671,3,6,18,27,21,0,SA,1,International
2015,BMW,BMW,X6 xDrive50i,BMX,672,4.4,8,15,22,17,0,SA,1,International
2015,ChryslerGLLC,Dodge,Viper SRT,CRX,185,8.4,10,12,21,15,1,M,0,US
2015,ChryslerGLLC,FIAT,500,CRX,32,1.4,4,27,34,30,0,A,1,US
2015,ChryslerGLLC,FIAT,500,CRX,33,1.4,4,24,32,27,0,A,1,US
2015,ChryslerGLLC,FIAT,500,CRX,34,1.4,4,31,40,34,0,M,0,US
2015,ChryslerGLLC,FIAT,500,CRX,35,1.4,4,28,34,30,0,M,0,US
2015,ChryslerGLLC,FIAT,500 Abarth,CRX,36,1.4,4,24,32,27,0,A,1,US
2015,ChryslerGLLC,FIAT,500 Abarth,CRX,37,1.4,4,28,34,30,0,M,0,US
2015,ChryslerGLLC,Chrysler,200,CRX,1,2.4,4,23,36,28,0,A,1,US
2015,ChryslerGLLC,Chrysler,200,CRX,45,2.4,4,23,36,28,0,A,1,US
2015,ChryslerGLLC,Chrysler,200,CRX,2,3.6,6,19,32,23,0,A,1,US
2015,ChryslerGLLC,Chrysler,200,CRX,99,3.6,6,19,32,23,0,A,1,US
2015,ChryslerGLLC,Chrysler,200 AWD,CRX,3,3.6,6,18,29,22,0,A,1,US
2015,ChryslerGLLC,Chrysler,200 AWD,CRX,101,3.6,6,18,29,22,0,A,1,US
2015,ChryslerGLLC,Dodge,Challenger,CRX,26,3.6,6,19,30,23,0,A,1,US
2015,ChryslerGLLC,Dodge,Challenger,CRX,27,5.7,8,16,25,19,0,A,1,US
2015,ChryslerGLLC,Dodge,Challenger,CRX,28,5.7,8,15,23,18,0,M,0,US
2015,ChryslerGLLC,Dodge,Challenger,CRX,379,6.4,8,15,25,18,0,A,1,US
2015,ChryslerGLLC,Dodge,Challenger,CRX,216,6.4,8,14,23,17,1,M,0,US
2015,ChryslerGLLC,Dodge,Challenger SRT8,CRX,392,6.2,8,13,22,16,1,A,1,US
2015,ChryslerGLLC,Dodge,Challenger SRT8,CRX,393,6.2,8,13,21,16,1,M,0,US
2015,ChryslerGLLC,Dodge,Challenger SRT8,CRX,29,6.4,8,15,25,18,0,A,1,US
2015,ChryslerGLLC,Dodge,Challenger SRT8,CRX,352,6.4,8,14,23,17,1,M,0,US
2015,ChryslerGLLC,Dodge,Dart,CRX,10,1.4,4,27,37,31,0,AM,1,US
2015,ChryslerGLLC,Dodge,Dart,CRX,11,2,4,24,34,27,0,A,1,US
2015,ChryslerGLLC,Dodge,Dart,CRX,14,2,4,25,36,29,0,M,0,US
2015,ChryslerGLLC,Dodge,Dart,CRX,12,2.4,4,23,35,27,0,A,1,US
2015,ChryslerGLLC,Dodge,Dart,CRX,15,2.4,4,22,35,27,0,M,0,US
2015,ChryslerGLLC,Dodge,Dart Aero,CRX,16,1.4,4,28,40,32,0,AM,1,US
2015,ChryslerGLLC,Dodge,Dart Aero,CRX,17,1.4,4,28,41,32,0,M,0,US
2015,ChryslerGLLC,Dodge,Dart GT,CRX,18,2.4,4,22,31,26,0,A,1,US
2015,ChryslerGLLC,Dodge,Dart GT,CRX,19,2.4,4,23,33,27,0,M,0,US
2015,ChryslerGLLC,Chrysler,300,CRX,4,3.6,6,19,31,23,0,A,1,US
2015,ChryslerGLLC,Chrysler,300,CRX,5,3.6,6,19,31,23,0,A,1,US
2015,ChryslerGLLC,Chrysler,300,CRX,6,5.7,8,16,25,19,0,A,1,US
2015,ChryslerGLLC,Chrysler,300 AWD,CRX,8,3.6,6,18,27,21,0,A,1,US
2015,ChryslerGLLC,Chrysler,300 AWD,CRX,9,3.6,6,18,27,21,0,A,1,US
2015,ChryslerGLLC,Dodge,Charger,CRX,23,3.6,6,19,31,23,0,A,1,US
2015,ChryslerGLLC,Dodge,Charger,CRX,130,3.6,6,19,31,23,0,A,1,US
2015,ChryslerGLLC,Dodge,Charger,CRX,24,5.7,8,16,25,19,0,A,1,US
2015,ChryslerGLLC,Dodge,Charger AWD,CRX,31,3.6,6,18,27,21,0,A,1,US
2015,ChryslerGLLC,Dodge,Charger AWD,CRX,139,3.6,6,18,27,21,0,A,1,US
2015,ChryslerGLLC,Dodge,Charger SRT8,CRX,391,6.2,8,13,22,16,1,A,1,US
2015,ChryslerGLLC,Dodge,Charger SRT8,CRX,25,6.4,8,15,25,18,0,A,1,US
2015,ChryslerGLLC,FIAT,500L,CRX,94,1.4,4,22,30,25,0,A,1,US
2015,ChryslerGLLC,FIAT,500L,CRX,39,1.4,4,24,33,27,0,AM,1,US
2015,ChryslerGLLC,FIAT,500L,CRX,40,1.4,4,25,33,28,0,M,0,US
2015,ChryslerGLLC,RAM,1500 4X2,CRX,547,3,6,20,28,23,0,A,1,US
2015,ChryslerGLLC,RAM,1500 4X2,CRX,931,3.6,6,17,25,20,0,A,1,US
2015,ChryslerGLLC,RAM,1500 4X2,CRX,936,3.6,6,17,25,20,0,A,1,US
2015,ChryslerGLLC,RAM,1500 4X2,CRX,566,5.7,8,14,20,16,0,A,1,US
2015,ChryslerGLLC,RAM,1500 4X2,CRX,567,5.7,8,15,22,17,0,A,1,US
2015,ChryslerGLLC,RAM,1500 HFE 4X2,CRX,956,3.6,6,18,25,21,0,A,1,US
2015,ChryslerGLLC,RAM,1500 4X4,CRX,548,3,6,19,27,22,0,A,1,US
2015,ChryslerGLLC,RAM,1500 4X4,CRX,932,3.6,6,16,23,19,0,A,1,US
2015,ChryslerGLLC,RAM,1500 4X4,CRX,935,3.6,6,16,23,19,0,A,1,US
2015,ChryslerGLLC,RAM,1500 4X4,CRX,568,5.7,8,13,19,15,0,A,1,US
2015,ChryslerGLLC,RAM,1500 4X4,CRX,938,5.7,8,15,21,17,0,A,1,US
2015,ChryslerGLLC,Chrysler,Town & Country,CRX,528,3.6,6,17,25,20,0,A,1,US
2015,ChryslerGLLC,Chrysler,Town & Country,CRX,659,3.6,6,17,25,20,0,A,1,US
2015,ChryslerGLLC,Dodge,Grand Caravan,CRX,530,3.6,6,17,25,20,0,A,1,US
2015,ChryslerGLLC,Dodge,Grand Caravan,CRX,664,3.6,6,17,25,20,0,A,1,US
2015,ChryslerGLLC,RAM,C/V Tradesman,CRX,549,3.6,6,18,26,21,0,A,1,US
2015,ChryslerGLLC,RAM,C/V Tradesman,CRX,685,3.6,6,18,26,21,0,A,1,US
2015,ChryslerGLLC,Dodge,Journey,CRX,500,2.4,4,19,26,21,0,A,1,US
2015,ChryslerGLLC,Dodge,Journey,CRX,625,3.6,6,17,25,19,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee FWD,CRX,510,2.4,4,22,31,25,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee FWD,CRX,561,2.4,4,22,31,25,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee FWD,CRX,511,3.2,6,21,29,24,0,A,1,US
2015,ChryslerGLLC,Jeep,Compass FWD,CRX,501,2,4,22,27,24,0,CVT,1,US
2015,ChryslerGLLC,Jeep,Compass FWD,CRX,504,2,4,23,30,26,0,M,0,US
2015,ChryslerGLLC,Jeep,Compass FWD,CRX,503,2.4,4,21,28,23,0,A,1,US
2015,ChryslerGLLC,Jeep,Compass FWD,CRX,730,2.4,4,23,29,25,0,M,0,US
2015,ChryslerGLLC,Jeep,Patriot FWD,CRX,505,2,4,22,27,24,0,CVT,1,US
2015,ChryslerGLLC,Jeep,Patriot FWD,CRX,508,2,4,23,30,26,0,M,0,US
2015,ChryslerGLLC,Jeep,Patriot FWD,CRX,507,2.4,4,21,28,23,0,A,1,US
2015,ChryslerGLLC,Jeep,Patriot FWD,CRX,509,2.4,4,23,29,25,0,M,0,US
2015,ChryslerGLLC,Dodge,Journey AWD,CRX,581,3.6,6,16,24,19,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee 4X4,CRX,541,2.4,4,21,28,24,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee 4X4,CRX,594,2.4,4,21,28,24,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee 4X4,CRX,542,3.2,6,20,28,23,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee 4x4 Active Drive II,CRX,543,2.4,4,21,27,23,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee 4x4 Active Drive II,CRX,545,3.2,6,19,26,22,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee Trailhawk 4X4,CRX,544,2.4,4,19,25,22,0,A,1,US
2015,ChryslerGLLC,Jeep,Cherokee Trailhawk 4X4,CRX,546,3.2,6,19,26,22,0,A,1,US
2015,ChryslerGLLC,Jeep,Compass 4X4,CRX,532,2.4,4,21,27,23,0,A,1,US
2015,ChryslerGLLC,Jeep,Compass 4X4,CRX,531,2.4,4,20,23,21,0,CVT,1,US
2015,ChryslerGLLC,Jeep,Compass 4X4,CRX,533,2.4,4,22,27,24,0,M,0,US
2015,ChryslerGLLC,Jeep,Patriot 4X4,CRX,535,2.4,4,21,27,23,0,A,1,US
2015,ChryslerGLLC,Jeep,Patriot 4X4,CRX,534,2.4,4,20,23,21,0,CVT,1,US
2015,ChryslerGLLC,Jeep,Patriot 4X4,CRX,536,2.4,4,22,27,24,0,M,0,US
2015,ChryslerGLLC,Jeep,Wrangler 4X4,CRX,537,3.6,6,17,21,18,0,A,1,US
2015,ChryslerGLLC,Jeep,Wrangler 4X4,CRX,538,3.6,6,17,21,18,0,M,0,US
2015,ChryslerGLLC,Jeep,Wrangler Unlimited 4X4,CRX,539,3.6,6,16,20,18,0,A,1,US
2015,ChryslerGLLC,Jeep,Wrangler Unlimited 4X4,CRX,540,3.6,6,16,21,18,0,M,0,US
2015,ChryslerGLLC,Dodge,Durango RWD,CRX,303,3.6,6,18,25,20,0,A,1,US
2015,ChryslerGLLC,Dodge,Durango RWD,CRX,769,5.7,8,14,23,17,0,A,1,US
2015,ChryslerGLLC,Jeep,Grand Cherokee 4X2,CRX,400,3,6,22,30,25,0,A,1,US
2015,ChryslerGLLC,Jeep,Grand Cherokee 4X2,CRX,402,3.6,6,17,25,20,0,A,1,US
2015,ChryslerGLLC,Jeep,Grand Cherokee 4X2,CRX,786,5.7,8,14,22,17,0,A,1,US
2015,ChryslerGLLC,Dodge,Durango AWD,CRX,304,3.6,6,17,24,19,0,A,1,US
2015,ChryslerGLLC,Dodge,Durango AWD,CRX,770,5.7,8,14,22,16,0,A,1,US
2015,ChryslerGLLC,Jeep,Grand Cherokee 4X4,CRX,401,3,6,21,28,24,0,A,1,US
2015,ChryslerGLLC,Jeep,Grand Cherokee 4X4,CRX,403,3.6,6,17,24,19,0,A,1,US
2015,ChryslerGLLC,Jeep,Grand Cherokee 4X4,CRX,788,5.7,8,14,20,16,0,A,1,US
2015,ChryslerGLLC,Jeep,Grand Cherokee SRT8 4x4,CRX,410,6.4,8,13,19,15,0,A,1,US
2015,Ferrari,"Ferrari North America, Inc.",458 Italia,FEX,142,4.5,8,13,17,14,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",458 Italia,FEX,143,4.5,8,13,17,15,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",458 Speciale,FEX,146,4.5,8,13,17,14,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",458 Speciale,FEX,147,4.5,8,13,17,15,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",458 Speciale Spider,FEX,148,4.5,8,13,17,14,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",458 Speciale Spider,FEX,149,4.5,8,13,17,15,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",458 Spider,FEX,144,4.5,8,13,17,14,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",458 Spider,FEX,145,4.5,8,13,17,15,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",F12,FEX,153,6.3,12,11,16,13,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",F12,FEX,154,6.3,12,12,16,13,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",California T,FEX,249,3.9,8,16,23,18,0,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",California T,FEX,250,3.9,8,16,23,19,0,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",FF,FEX,151,6.3,12,11,16,13,1,AM,1,International
2015,Ferrari,"Ferrari North America, Inc.",FF,FEX,152,6.3,12,11,17,13,1,AM,1,International
2015,FordMC,Ford,Fiesta FWD,FMX,82,1.6,4,27,37,31,0,AM,1,US
2015,FordMC,Ford,Fiesta FWD,FMX,83,1.6,4,28,36,31,0,M,0,US
2015,FordMC,Ford,Fiesta SFE FWD,FMX,86,1,3,31,43,36,0,M,0,US
2015,FordMC,Ford,Fiesta SFE FWD,FMX,84,1.6,4,28,38,32,0,AM,1,US
2015,FordMC,Ford,MUSTANG,FMX,50,2.3,4,21,32,25,0,SA,1,US
2015,FordMC,Ford,MUSTANG,FMX,49,2.3,4,22,31,26,0,M,0,US
2015,FordMC,Ford,MUSTANG,FMX,47,3.7,6,19,28,22,0,A,1,US
2015,FordMC,Ford,MUSTANG,FMX,46,3.7,6,17,28,21,0,M,0,US
2015,FordMC,Ford,MUSTANG,FMX,105,5,8,16,25,19,0,A,1,US
2015,FordMC,Ford,MUSTANG,FMX,48,5,8,15,25,19,0,M,0,US
2015,FordMC,Ford,MUSTANG CONVERTIBLE,FMX,249,2.3,4,20,30,24,0,SA,1,US
